BUILDING,VALUE,BUSINESS,CHECKIN,LOCATION,FOOD,CLEANLINESS,ROOMS,SERVICE,NOTRELATED,OTHER,SEGMENTS
0,0,0,0,0,0,0,0,0,0,1,Perfect!
0,1,0,0,0,0,0,0,0,0,0,Had booked this hotel for a 10-night stay (got a great deal via
0,0,0,0,0,0,0,0,0,0,0,HotelConnect) mainly based on the many great reviews here.
0,0,0,0,0,0,0,0,0,0,1,And it fully lived up to our expectations!
0,0,0,1,0,0,0,0,0,0,0,"Check-in a bit late - but it was a busy time for the hotel, and there's plenty to do just on the doorstep, so that was okay!"
0,0,0,0,1,0,0,0,0,0,0,"Great location - plenty to see, and good train/tube connections."
0,0,0,0,1,0,0,0,0,0,0,Charing Cross only 10 mins by train.
0,0,0,0,1,0,0,0,0,0,0,Even Portobello - which is in the direct opposite of London - only took less than ? hour by tube.
0,0,0,0,0,0,0,0,1,0,0,"Staff was friendly and hard-working - yes, many are from other European countries, but all work hard and are very friendly, so I can't see why some reviewers (and even some hotel-guests we overheard) would mention it as if it was a negative!"
0,0,0,0,0,0,1,1,0,0,0,"Beds comfy, room spotless, good sanitary appliances as opposed to usual British plumbing!"
0,0,0,0,0,0,0,1,0,0,0,Nice tub.
0,0,0,0,0,0,0,1,0,0,0,Fluffy towels.
0,0,0,0,0,0,0,1,0,0,0,Miller-Harris smellies.
0,0,0,0,0,1,0,0,0,0,0,"Breakfast was typical hotel fare, not especially exciting, but fresh, varied and plentiful."
0,0,0,0,0,1,0,0,1,0,0,"Room-service fast and delicious, great selection of food."
0,0,0,0,0,0,0,0,0,1,0,Ate dinner at Georgetown - highly recommended!
0,0,0,0,0,0,0,0,0,1,0,There are plenty of places to eat in the area around the hotel (try the baguette-sandwiches from Patisserie Paul in the tube-vaults).
0,0,0,0,0,0,0,0,0,0,1,Vacation From Hell
0,0,0,0,0,0,0,0,0,0,0,"November 26, 2003My husband and I are two of Air Transat Holidays unfortunate clients who spent the week of November 7 to 14 in the Dominican Republic staying at the Occidental Gran Flamenco, Punta Cana."
0,0,0,0,0,0,0,0,0,0,1,"Thier brochure and website rate this hotel as a four and half star property, but at the time of our visit it did not meet the standard of a three star property."
1,0,0,0,0,0,0,0,0,0,0,"At the time of our visit, the buffet, beach club and several restaurants were under renovation."
0,0,0,0,0,0,0,0,0,0,0,"Our decision on this property was made based on the information in the Air Transat Holidays brochure and the Occidental Gran Flamenco website, neither of which mentioned any renovations."
0,0,0,0,0,0,0,0,0,0,0,The renovations to the buffet resulted in the buffet being served in the stage area and theGrill Restaurant.
0,0,0,0,0,0,0,0,0,0,1,There was not enough seating for the number or guests and because the buffet was divided into two sections; it was necessary to go to both lines to obtain a complete meal.
0,0,0,0,0,0,0,0,0,0,1,"The result was if you ate at the buffet, you had to wait for a table and stand in two lines to obtain your meal."
0,0,0,0,0,0,0,0,0,0,1,Not once during our stay were we able to enjoy a hot meal from the buffet.
0,0,0,0,0,1,0,0,0,0,0,"We had to eat at dirty tables, surrounded by dirty dishes to consume lukewarm or cold meals."
0,0,0,0,0,0,0,0,1,0,0,It was very difficult to obtain a reservation to dine at the a la carte restaurants.
0,0,0,0,0,0,0,0,1,0,0,The reservation system allowed only you to reserve for the current day or the day following.
0,0,0,0,0,0,0,0,0,0,0,There was so much demand that all spots available were filled before 9:00am.
0,0,0,0,0,0,0,0,0,0,0,"During our stay, we were able to obtain reservations for only two dinners."
0,0,0,0,0,1,0,0,0,0,0,"For our meal at The Grill restaurant, my husband was served tenderloin of beef that was rancid."
0,0,0,0,0,0,0,0,1,0,0,The staff at the restaurant were unapologetic and made no effort satisfy the problem.
0,0,0,0,0,0,0,0,1,0,0,"We reported this incident immediately to guest services at the hotel, but there was no further response from the hotel."
0,0,0,0,0,0,0,0,0,0,0,"It was at this time we tried to contact the Air Transat Holidays representative for Punta Cana, she did not answer at the number we had been given at any time between 7:30 to10:00 pm."
0,0,0,0,0,0,0,0,0,0,0,We left a detailed message the following morning but received no response that day and the following day was her day off.
0,0,0,0,0,0,0,0,0,0,0,"If we had been able to contact her, we would have requested a change in accommodation."
0,0,0,0,0,0,0,0,0,0,0,"Since we were not able to do so we remained at the Flamenco, where the next morning a note under our door informed us that more renovations were planned which interfered with the operation of the both the Mexican and the Italian restaurant."
0,0,0,0,0,0,0,0,0,0,0,That made all their restaurants under some degree of renovation with no clear plan on how to provide food services to their guests.
0,0,0,0,0,0,0,1,1,0,0,"In addition to the problem with food services at the Flamenco, we had one complete day with no running water in our room and the service at the beach left much to be desired."
0,0,0,0,0,0,0,0,1,0,0,"Often we were not able to obtain beach towels, some days the wait was an hour, on others days the staff had no idea when more towels were coming."
0,0,0,0,0,0,0,0,0,0,0,We had to keep our dirty towels or go without.
0,0,0,0,0,0,0,0,0,0,0,"The brochure advertises that windsurfing, kayaking, and sailing are included."
0,0,0,0,0,0,0,0,0,0,0,"During our stay, despite many requests we were never able to persuade the staff to put a sailboat in the water."
0,0,0,0,0,0,0,0,0,0,0,The constant explanation was that it was either too windy or too wavy.
0,0,0,0,0,0,0,0,0,0,0,The resorts on either side of us must have completely different weather as their sailboats and kayaks were constantly in the water.
0,0,0,0,0,0,0,0,1,0,0,The beach staff at the Flamenco were interested only in selling us the motorized sports that were not included in our package.
0,0,0,0,0,0,0,0,0,0,1,"If we had been informed about the renovations at the Gran Flamenco when we were making our reservation, we would have chosen a different property."
0,0,0,0,0,0,0,0,0,0,0,I spoke directly with Air Transat reservations to assist in choosing a property because this was our first visit to the Dominican.
0,0,0,0,0,0,0,0,0,1,0,The other services we received from Air Transat for this vacation were exceptional; the staff at the Vancouver airport was helpful and polite.
0,0,0,0,0,0,0,0,0,1,0,The flight crew on our flights were wonderful.
0,0,0,0,0,0,0,0,0,1,0,The transfers worked smoothly and our accommodation in Vancouver was just as advertised.
0,0,0,0,0,1,0,0,1,0,0,"However, what should have been the best part of our vacation the time in Punta Cana fell far short of our expectations, because of the inferior food service and inadequate service at the beach."
0,0,0,0,0,0,0,0,0,0,0,"I am sure that our complaint is not the only one they will receive about the problems at the Gran Flamenco, Punta Cana as there were many unsatisfied guests there."
0,0,0,0,0,0,0,0,1,0,0,Neither the staff of the hotel or your representative in Punta Cana showed any interest in resolving any of the problems we encountered; we certainly hope that this is not indicative of your company policy.
0,0,0,0,0,0,0,0,0,0,1,The problems at the hotel resulted in our having a vacation from hell instead of a vacation in paradise.
0,0,0,0,0,0,0,0,0,0,0,The complaints we have expressed in this letter are a brief overview and do not constitute a comprehensive list of the problems we encountered at the hotel.
0,0,0,0,0,0,0,0,0,0,0,"If you wish to hear more details, please contact us and we will be glad to provide them."
0,0,0,0,0,0,0,0,0,0,0,Sue_wilman @hotmail.
0,0,0,0,0,0,0,0,0,0,0,"com Sincerely,Frank and Suzanne Wilmancc: Carlson Travel Hotel Occidental Grand Flamenco"
0,0,0,0,0,0,0,0,1,0,0,Kind and Considerate
0,1,0,0,0,0,0,0,0,0,0,We booked this hotel after reading several reviews as it seemed like the best deal when we compared the rates to the downtown hotels.
0,0,0,0,0,0,0,0,1,0,0,Most of the reviews stated that the staff was very helpful and friendly.
0,0,0,0,0,0,0,0,1,0,0,We found this to be the case in a very special way.
0,0,0,0,0,0,0,0,0,0,0,We were to attend the Mariners game on Saturday night and were running late as we were coming in from Eugene.
0,0,0,0,0,0,0,0,0,0,0,We were unable to stop at the hotel before the game.
0,0,0,0,0,0,0,0,0,0,0,We came out from the game and our rental's window had been broken and everything we owned was stolen.
0,0,0,0,0,0,0,0,0,0,0,We called Jeff at the hotel to tell him we would be late and to be sure and hold the room.
0,0,0,0,0,0,0,0,0,0,0,We finally arrived around 2 AM as the police never came to the scene.
0,0,0,1,0,0,0,0,0,0,0,Jeff helped us to get the basic necessities and was on the lookout for the police who finally arrived around 3.
0,0,0,0,0,0,0,0,1,0,0,"The rest of the staff was very helpful the remaining days of our stay, but we can never thank Jeff enough for his support that evening."
0,0,0,0,0,0,1,1,0,0,0,The room was very nice and clean.
0,1,0,0,0,0,0,0,0,0,0,The University Inn is a very good deal that I would recommend to our friends.
0,0,0,0,0,0,0,0,0,0,0,Watch out where you park in Seattle.
0,0,0,0,0,0,0,0,0,0,0,The night we returned our rental two gentlemen in a Lincoln suffered the same fate.
0,0,0,0,0,0,0,0,0,0,1,"Good enough, but not that great."
0,0,0,0,0,0,0,0,0,0,1,View from our Jr.
0,0,0,0,0,0,0,0,0,0,1,"Suite (upgrade from ""Ocean View"")."
0,0,0,0,0,0,0,0,0,0,1,Go figure.
0,0,0,0,0,0,0,0,0,0,1,Excellent!!!
0,0,0,0,0,0,0,0,0,0,0,I was a little dubious about this hotel after reading some of the reviews but
0,0,0,0,0,0,0,0,0,0,0,I took a chance due to our flight getting in a little late.
0,0,0,0,1,0,0,0,0,0,0,"It is an ideally located hotel as we got off great airport express to Alexanderplatz, came out the station at the foot of the hotel."
0,0,0,1,0,0,1,1,0,0,0,"Reception staff smiley and helpfull, okay the room was small but spotless, well comfy beds, great view across berlin and breakfast well and truly fed us."
0,1,0,0,0,0,0,0,0,0,0,For ?168 quid two adults three nights B and B you cannot be robbed!
0,0,0,0,0,0,0,0,0,1,1,"I saw the other hotels as we went on an excellent Bike tour with fat tire bike tours an excellent way to see the sights and meet new people, the other hotels not wanting to dis them looked very run down and trading on a name ie hilton and raddison!"
0,0,0,0,0,0,0,0,0,0,1,overall a great hotel.
0,0,0,0,0,0,0,0,0,0,1,"Pretentious, pretentious, pretentious..."
0,0,0,0,0,0,0,0,0,1,0,Stayed here for a night with some friends for a wedding.
0,0,0,0,0,0,0,0,1,0,0,The hotel staff was rude and acted like a bunch of premadonas.
0,0,0,0,0,0,0,0,0,0,0,Everyone assoctated with this place thought their you know what didn't stink.
0,0,0,0,0,0,0,0,0,1,0,I would highly reccommend a hotel called The Phoenix over this place.
0,0,0,0,0,0,0,0,0,1,1,At least there you can get good service and a more confortable experience.
0,0,0,0,0,0,0,0,0,1,0,Please take my advice...
0,0,0,0,0,0,0,0,0,0,1,Stay away from THe Clift Hotel.
0,0,0,0,0,0,0,0,0,0,1,Unless you are into travel nightmares.
0,0,0,0,0,0,0,0,1,0,1,Poor Hotel and Staff
0,0,0,0,0,0,1,1,0,0,1,"This place is terrible, we arrived after a flight from Gatwick, UK we wanted to book in, get a coffee and a meal, bed and ready for the cruise the following day, we were told our room number by a chap that wanted to be elswhere, the room was on the 1st floor, we had 2 heavy pieces of luggage and the lift was out of order, we got to the room which had a strong musty smell, the bathroom was small but clean, the wash basin is not in the bathroom but in the main room ?"
0,0,0,0,0,0,1,0,1,0,0,"the room was not very clean, although the beds were ok.We wanted a coffee, but at 9.30pm we could not get one, when I asked at reception they said it was not possible."
0,0,0,0,0,0,0,0,0,1,0,We went to Bannigans next door which is adequate for a supper and a beer.
0,0,0,0,0,0,0,0,1,0,0,"The following morning I was up at 5.30 am and wanted a coffeeonce again this was not available until 6am, WHY ?"
0,0,0,0,0,1,0,0,0,0,0,"The breakfast consisted of doughnuts and muffins, if you were quick enough."
0,0,0,0,0,0,0,0,0,0,1,"As I booked through Carnival I assumed the hotel would be of a decent standard, Carnival should look at this part of the operation, the feel good experience should start when we get to Miami."
0,0,0,0,0,0,0,0,0,0,1,If you have a choice DONT STAY HERE.
0,0,0,0,0,0,0,0,0,0,1,Wonderful Experience My brother got married on Sunday
0,0,0,0,0,0,0,0,0,0,0,Oct 29 in a winery in Sonoma.
0,0,0,0,0,0,0,0,0,0,0,My wife and I decided to fly in early and spend a night in San Francisco.
0,0,0,0,0,0,0,0,0,0,0,After reading all the reviews we decided to stay Friday night Oct 26th at the Four Seasons.
0,0,0,0,0,0,0,0,0,0,0,I booked the reservation thru their website and got a rate of $425 for a Superior Room.
0,0,0,0,0,0,0,0,0,0,1,Themoment we arrived we new we made the right choice!
0,0,0,0,0,0,0,0,0,0,1,The experience was first class all the way.
0,0,0,1,0,0,0,0,0,0,0,Check in was fast and curtious.
0,0,0,0,0,0,0,1,0,0,0,The only little complaint I had was that the room was a corner (#827) and the left and front were all windows so the TV was actually to the right of the bed which made watching in bed difficult.
0,0,0,0,0,0,0,1,0,0,0,Not a huge issue but worth noting.
0,0,0,0,0,0,1,1,0,0,0,"The bathroom was huge, spotless and beautiful!"
0,0,0,0,0,0,0,1,0,0,0,"The bed was very comfortable and the even with the 2 walls of glass, the room darkeners kept in pitch black."
0,1,0,0,0,0,0,0,0,0,0,"We ate all our meals off premises, so I can not comment on the in hotel restaurant other than it was very expensive."
0,0,0,0,1,0,0,0,0,0,0,The location is perfect and I highly recommend the spa at the attached LA sports Club.
0,0,0,0,0,0,0,0,0,0,1,Great massage!
0,0,0,0,1,0,0,0,0,0,0,"Just Right This hotel is in the perfect location, especially for the touristy traveler."
0,0,0,0,1,0,0,0,0,0,0,Nothing is too far away.
0,0,0,0,0,0,0,0,1,0,0,The staff is very friendly and speak excellent english.
0,0,0,0,0,1,0,0,0,0,0,The breakfast buffet is the closest thing to an American breakfast on the Left Bank.
0,0,0,0,0,0,0,0,0,0,1,"Even after I read this hotel's excellent reviews, it still exceeded my expectations."
0,0,0,0,0,0,0,0,1,0,0,The very friendly front desk staff made excellent dinner recommendations and on one occassion even accompanied me to the nearby restaurant!
0,0,0,0,0,0,0,1,0,0,0,"Don't expect a room with a view, and the hotel is on a fairly busy street, but they do have live jazz nightly."
0,0,0,0,0,0,0,0,0,0,1,"If you're looking for a great place to stay on the happening Left Bank, this should be your choice - you won't regret it."
0,0,0,0,1,0,0,0,0,0,0,Ideal position Excellent location between
0,0,0,0,1,0,0,0,0,0,0,Cathedral (200m) and the famous Rambla(500m) yet in safe quieter side street.
0,0,0,0,0,0,0,1,0,0,0,Take rooms on side or rear.
0,0,0,0,0,0,0,1,0,0,0,Tourist class accomodation but adequate.
0,0,0,0,0,0,0,1,0,0,0,My twin room was small for two and air conditioning barely adequate.
0,0,0,0,0,0,0,0,1,0,0,Staff neither gushing nor aloof.
0,0,0,0,0,1,0,0,0,0,0,Breakfast at 12 euros is pricey for what is available better to pop out to local cafe.
0,0,0,0,0,0,0,1,0,0,0,Bathroom tired and towels grey!
0,0,0,0,0,0,1,0,0,0,0,but clean and fresh.
0,1,0,0,0,0,0,0,0,0,0,For the money I recommend this because of it position and has all the things needed.
0,0,0,0,1,0,0,0,0,0,0,Note pedestrian area of the Rambla means in the evening taxis cannot approach and a walk may be required.
0,0,0,0,0,0,0,0,0,0,1,Absolutly Amazing!!!!
0,0,0,0,0,0,0,0,0,0,0,I just recently stayed at the Paradisus Palma Real
0,0,0,0,0,0,0,0,0,0,0,May 31 - 3 Nights.
0,0,0,0,0,0,0,0,0,0,1,From the time we checked to the time you check out it's sooo amazing.
0,0,0,0,0,0,0,0,0,0,1,You will not want to leave.
0,0,0,0,1,0,0,0,0,0,0,The resort is about 25 minutes away from the airport.
0,0,0,0,0,0,0,0,0,0,0,It's a very quick ride.
0,0,0,1,0,0,0,0,0,0,0,When you arrive at the resort the bell man takes your luggage and you proceed to check in.
0,0,0,1,0,0,0,0,0,0,0,At check in the ask you what drink you want and they get it for you.
0,0,0,0,0,0,0,0,0,0,0,You get a nice cold towel also.
0,0,0,0,0,0,0,0,1,0,0,We got into our room at 3pm the bell man took our luggage and drove us to our room in the golf cart.
0,0,0,0,0,0,0,1,0,0,0,We had a Luxury Jacuzzi Gardenview Ste.....The best room ever.
0,0,0,0,0,0,0,0,0,0,0,The only thing that would be better would be Oceanview.
0,0,0,0,0,0,0,1,0,0,0,"We had a beautiful kitchen, with a nice table and livingroom with a balcony, and also a flat panel TV, and huge bedroom with a King bed, and also another flat panel TV."
0,0,0,0,0,0,0,1,0,0,0,The bathroom was amazing.
0,0,0,0,0,0,0,1,0,0,0,It had a 2 person jacuzzi.
0,0,0,0,0,0,0,0,0,0,0,The shower is a european shower which you will need to get the sand out of all the places.
0,0,0,0,0,0,0,0,0,0,1,The pool is amazingly HUGE.
0,0,0,0,0,0,0,0,0,0,0,It has beds in the pool in the shade and also in the sun.
0,0,0,0,0,0,0,0,0,0,1,It has a nice swimup bar where the bar tenders are amazing.
0,0,0,0,0,0,0,0,0,0,0,they will make any drink you want them too.
0,0,0,0,0,1,0,0,0,0,0,Now my favorite part of course is the food.
0,0,0,0,0,1,0,0,0,0,0,I have been to Punta Cana 3 times and hands down the food at this resort has got to be the BEST.
0,0,0,0,0,0,0,0,0,0,0,At the other resorts you bite into a burger your not really sure what kind of meat it is.
0,0,0,0,0,1,0,0,0,0,0,This resort you know your eating beef.
0,0,0,0,0,1,0,0,0,0,0,Everything is cooked well...it tastes like American food.
0,0,0,0,0,1,0,0,0,0,0,We only ate at Passions and the food was soo good.
0,0,0,0,0,1,0,0,0,0,0,The buffets has soo many choices of food.
0,0,0,0,0,0,0,0,0,0,1,"The beach......the sand is white the water is crystal clear and warm, and nice blue color."
0,0,0,0,0,0,0,0,0,1,0,There is a lot of sea weed.
0,0,0,0,0,0,0,0,0,0,0,If you go over by the to the left of the resort by the shops there is less sea weed.
0,0,0,0,0,0,0,0,0,0,1,If you do want to do any shopping like I said before to the left of the resort there is about 10 little shops.
0,0,0,0,0,0,0,0,0,0,0,They try there best to sell you anything.
0,0,0,0,0,0,0,0,0,0,0,Ifyou don't want anything just say no and they leave you alone.
0,0,0,0,0,0,0,0,0,0,0,If they offer you something that is expensive just bargain with them and start walking out of the store and they will bargain with you.
0,0,0,0,0,0,0,0,0,0,0,At the resort there is photo studio.
0,0,0,0,0,0,0,0,0,0,0,"It's $8 per page, they take about 40 pictures and you pay for what you want."
0,0,0,0,0,0,0,0,0,0,0,And they are good photos.
0,0,0,0,0,0,0,0,0,0,0,If you have any questions just e-mail me: Jillanson@excite.
0,0,0,0,0,0,0,0,0,0,0,com
0,0,0,0,0,0,0,0,0,0,1,Trapped in Paradise
1,0,0,0,0,0,0,1,0,0,0,"The beach and the hotel lobby was beautiful however, the room left a lot to be desired."
0,0,0,0,0,0,0,0,0,1,0,My husband and I received a gift to go for our honeymoon.
0,0,0,0,0,0,0,0,0,0,1,We were excited to be alone in what was described as paradise little did we know we would have been better off staying at home.
0,0,0,0,0,0,0,0,0,0,1,The hotel was briefed ahead of time that we would be spending our honeymoon with them.
0,0,0,0,0,0,0,1,0,0,0,Our room was decorated with love birds made of towels and we received a small bottle of room.
